consulta,categoria,respuesta,respuesta_compuesta,respuestas_compuestas
¿Cómo tramito mi seguro facultativo?,tramites,"Para tramitar tu seguro facultativo (IMSS), acude al departamento de servicios estudiantiles con tu CURP, identificación oficial, comprobante de domicilio reciente y 2 fotografías tamaño infantil. El trámite tarda aproximadamente 10 días hábiles.","Para tramito mi seguro facultativo, Para tramitar tu seguro facultativo (IMSS), acude al departamento de servicios estudiantiles con tu CURP, identificación oficial, comprobante de domicilio reciente y 2 fotografías tamaño infantil. El trámite tarda aproximadamente 10 días hábiles.","Cómo tramito mi seguro facultativo, Para tramitar tu seguro facultativo (IMSS), acude al departamento de servicios estudiantiles con tu CURP, identificación oficial, comprobante de domicilio reciente y 2 fotografías tamaño infantil. El trámite tarda aproximadamente 10 días hábiles."
¿Cómo solicito un permiso de ausencia temporal?,tramites,"Para solicitar un permiso de ausencia temporal, debes presentar una carta explicando los motivos, documentación que respalde la solicitud, y obtener autorización de tu tutor académico y coordinador de carrera. Este trámite debe realizarse con al menos una semana de anticipación.","Para solicito un permiso de ausencia temporal, Para solicitar un permiso de ausencia temporal, debes presentar una carta explicando los motivos, documentación que respalde la solicitud, y obtener autorización de tu tutor académico y coordinador de carrera. Este trámite debe realizarse con al menos una semana de anticipación.","Cómo solicito un permiso de ausencia temporal, Para solicitar un permiso de ausencia temporal, debes presentar una carta explicando los motivos, documentación que respalde la solicitud, y obtener autorización de tu tutor académico y coordinador de carrera. Este trámite debe realizarse con al menos una semana de anticipación."
¿Cuál es el proceso para revalidar materias de otra institución?,tramites,"Para revalidar materias cursadas en otra institución, debes presentar certificado parcial legalizado, contenidos temáticos sellados por la institución de origen, y realizar el pago correspondiente. El comité académico evaluará las equivalencias y emitirá un dictamen en un plazo de 15 días hábiles.","La el proceso para revalidar materias de otra institución es, Para revalidar materias cursadas en otra institución, debes presentar certificado parcial legalizado, contenidos temáticos sellados por la institución de origen, y realizar el pago correspondiente. El comité académico evaluará las equivalencias y emitirá un dictamen en un plazo de 15 días hábiles.","La el proceso para revalidar materias de otra institución es, Para revalidar materias cursadas en otra institución, debes presentar certificado parcial legalizado, contenidos temáticos sellados por la institución de origen, y realizar el pago correspondiente. El comité académico evaluará las equivalencias y emitirá un dictamen en un plazo de 15 días hábiles."
¿Dónde está la biblioteca?,instalaciones,"La biblioteca se encuentra en el edificio C, segundo piso. Cuenta con sala de lectura, cubículos de estudio grupal, hemeroteca y centro de cómputo. Puedes acceder por la entrada principal o por la escalera este del edificio.","Puedes hacerlo en el lugar donde, La biblioteca se encuentra en el edificio C, segundo piso. Cuenta con sala de lectura, cubículos de estudio grupal, hemeroteca y centro de cómputo. Puedes acceder por la entrada principal o por la escalera este del edificio.","Puedes realizarlo en el lugar donde, La biblioteca se encuentra en el edificio C, segundo piso. Cuenta con sala de lectura, cubículos de estudio grupal, hemeroteca y centro de cómputo. Puedes acceder por la entrada principal o por la escalera este del edificio."
¿A qué hora abre el laboratorio de informática?,instalaciones,"El laboratorio de informática abre de lunes a viernes de 7:00 AM a 9:00 PM y los sábados de 8:00 AM a 2:00 PM. Para usar las computadoras, debes presentar tu credencial vigente en la entrada y respetar el reglamento interno.","Con respecto a tu pregunta sobre a qué hora abre el laboratorio de informática,, El laboratorio de informática abre de lunes a viernes de 7:00 AM a 9:00 PM y los sábados de 8:00 AM a 2:00 PM. Para usar las computadoras, debes presentar tu credencial vigente en la entrada y respetar el reglamento interno.","Con respecto a tu pregunta sobre a qué hora abre el laboratorio de informática,, El laboratorio de informática abre de lunes a viernes de 7:00 AM a 9:00 PM y los sábados de 8:00 AM a 2:00 PM. Para usar las computadoras, debes presentar tu credencial vigente en la entrada y respetar el reglamento interno."
¿Cómo reservo un salón para estudio?,instalaciones,"Para reservar un salón de estudio, debes acudir a la administración de aulas (edificio A, planta baja), llenar el formato de solicitud con al menos 24 horas de anticipación, indicar el número de participantes y el horario requerido. La reserva está sujeta a disponibilidad.","Para reservo un salón para estudio, Para reservar un salón de estudio, debes acudir a la administración de aulas (edificio A, planta baja), llenar el formato de solicitud con al menos 24 horas de anticipación, indicar el número de participantes y el horario requerido. La reserva está sujeta a disponibilidad.","Cómo reservo un salón para estudio, Para reservar un salón de estudio, debes acudir a la administración de aulas (edificio A, planta baja), llenar el formato de solicitud con al menos 24 horas de anticipación, indicar el número de participantes y el horario requerido. La reserva está sujeta a disponibilidad."
¿Dónde queda la cafetería?,instalaciones,"La cafetería principal está ubicada entre los edificios B y C, con horario de 7:00 AM a 8:00 PM de lunes a viernes y de 8:00 AM a 2:00 PM los sábados. También hay cafeterías más pequeñas en los edificios D y F que operan en horario reducido.","Puedes hacerlo en el lugar donde, La cafetería principal está ubicada entre los edificios B y C, con horario de 7:00 AM a 8:00 PM de lunes a viernes y de 8:00 AM a 2:00 PM los sábados. También hay cafeterías más pequeñas en los edificios D y F que operan en horario reducido.","Puedes realizarlo en el lugar donde, La cafetería principal está ubicada entre los edificios B y C, con horario de 7:00 AM a 8:00 PM de lunes a viernes y de 8:00 AM a 2:00 PM los sábados. También hay cafeterías más pequeñas en los edificios D y F que operan en horario reducido."
¿Hay estacionamiento para estudiantes?,instalaciones,"Sí, contamos con estacionamiento para estudiantes en la parte posterior del campus. Para acceder necesitas un tarjetón vehicular que puedes solicitar en el departamento de seguridad presentando tarjeta de circulación, licencia de conducir vigente y credencial de estudiante.","Con respecto a tu pregunta sobre hay estacionamiento para estudiantes,, Sí, contamos con estacionamiento para estudiantes en la parte posterior del campus. Para acceder necesitas un tarjetón vehicular que puedes solicitar en el departamento de seguridad presentando tarjeta de circulación, licencia de conducir vigente y credencial de estudiante.","Con respecto a tu pregunta sobre hay estacionamiento para estudiantes,, Sí, contamos con estacionamiento para estudiantes en la parte posterior del campus. Para acceder necesitas un tarjetón vehicular que puedes solicitar en el departamento de seguridad presentando tarjeta de circulación, licencia de conducir vigente y credencial de estudiante."
¿Dónde se encuentran los baños?,instalaciones,"Hay baños en todos los edificios del campus. En el edificio A están en cada piso junto a las escaleras, en el edificio B al final de cada pasillo, y en los edificios C y D junto a los elevadores. Todos están señalizados claramente.","Puedes hacerlo en el lugar donde, Hay baños en todos los edificios del campus. En el edificio A están en cada piso junto a las escaleras, en el edificio B al final de cada pasillo, y en los edificios C y D junto a los elevadores. Todos están señalizados claramente.","Puedes realizarlo en el lugar donde, Hay baños en todos los edificios del campus. En el edificio A están en cada piso junto a las escaleras, en el edificio B al final de cada pasillo, y en los edificios C y D junto a los elevadores. Todos están señalizados claramente."
¿Hay servicio médico en la institución?,instalaciones,"Sí, contamos con servicio médico en el módulo de salud ubicado a un costado del edificio administrativo. Ofrece primeros auxilios y atención básica de lunes a viernes de 8:00 AM a 8:00 PM y sábados de 9:00 AM a 1:00 PM.","Con respecto a tu pregunta sobre hay servicio médico en la institución,, Sí, contamos con servicio médico en el módulo de salud ubicado a un costado del edificio administrativo. Ofrece primeros auxilios y atención básica de lunes a viernes de 8:00 AM a 8:00 PM y sábados de 9:00 AM a 1:00 PM.","Con respecto a tu pregunta sobre hay servicio médico en la institución,, Sí, contamos con servicio médico en el módulo de salud ubicado a un costado del edificio administrativo. Ofrece primeros auxilios y atención básica de lunes a viernes de 8:00 AM a 8:00 PM y sábados de 9:00 AM a 1:00 PM."
¿Dónde está la oficina de becas?,instalaciones,"La oficina de becas y apoyos financieros se encuentra en el edificio administrativo, primer piso, oficina 112. Atiende de lunes a viernes de 9:00 AM a 2:00 PM y de 3:00 PM a 6:00 PM.","Puedes hacerlo en el lugar donde, La oficina de becas y apoyos financieros se encuentra en el edificio administrativo, primer piso, oficina 112. Atiende de lunes a viernes de 9:00 AM a 2:00 PM y de 3:00 PM a 6:00 PM.","Puedes realizarlo en el lugar donde, La oficina de becas y apoyos financieros se encuentra en el edificio administrativo, primer piso, oficina 112. Atiende de lunes a viernes de 9:00 AM a 2:00 PM y de 3:00 PM a 6:00 PM."
